0.00006 , 3.45392

,0.10373 , 3.51054,

0.00007 , 3.57596,

0.10373 , 3.52526,

0.20803 , 3.50449,

0.20740 , 3.42295,

0.10373 , 3.38269,

0.10435 , 3.41000,

0.00069 , 3.35904,

0.20824 , 3.50662,

0.31107 , 3.61825,

0.20740 , 3.44126,

0.10373 , 3.43368,

0.21984 , 3.48228,

0.00006 , 3.45343,

0.10373 , 3.25981,

0.20740 , 3.27647,

0.20806 , 3.41926,

0.10373 , 3.62600,

0.10373 , 3.42995,

0.10373 , 3.46519,

0.20774 , 3.57609,

0.20762 , 3.43992,

0.10436 , 3.52239,

0.00006 , 3.60008,

0.10373 , 3.46376,

0.20808 , 3.42279,

0.00131 , 3.34058,

0.10373 , 3.30345,

0.10436 , 3.34433,

0.00006 , 3.47066,

0.00131 , 3.38777,

0.20813 , 3.31499,

0.05857 , 3.28399,

0.31109 , 3.33468,

0.00131 , 3.45407,

0.20740 , 3.26982,

0.10436 , 3.25737,

0.00006 , 3.30167,

0.00069 , 3.35421,

0.00069 , 3.23696,

0.10374 , 3.29634,

0.10435 , 3.27083,

0.20803 , 3.27054,

0.20803 , 3.26101,

0.00006 , 3.29124,

0.20741 , 3.29216,

0.10373 , 3.25666,

0.20740 , 3.27183,

0.00069 , 3.30400,

